#BrianCowen	unknown-#BrianCowen-party	unknown-#BrianCowen-dob	unknown-#BrianCowen-constituency	speech	unkown-language	2010-03-30 00:00:00	Prelude	0	I propose to take Questions Nos. 1 to 3, inclusive, together.My Department was represented on the national emergency response co-ordination committees, established each time on an ad
hoc  basis, with regard to the two severe weather situations of recent months.  The committees were chaired by the Department of the Environment, Heritage and Local Government as the lead Department.  The committee responding to the flooding crisis included a principal officer from my Department and members of the Government Information Service.  The committee responding to the snow and sustained freezing conditions included these officers and an assistant secretary from my Department.  I am satisfied with the role they played in both situations.My Department is specifically nominated in the framework for major emergency response with regard to the co-ordination of information for communication to and through the media.  This role was managed by the Government Information Service, which among other activities organised daily briefings for journalists with the relevant Ministers.  I am glad to take this opportunity to express once again my and the Government's appreciation of the work of local authorities, the Garda Síochána, the Health Service Executive, the Defence Forces, Civil Defence and other statutory bodies, as well as Departments, in responding to the two severe weather events.  I am also glad to recognise the very valuable contribution made by voluntary organisations and individuals in providing assistance to their fellow citizens during those events.
#JohnMoloney	unknown-#JohnMoloney-party	unknown-#JohnMoloney-dob	unknown-#JohnMoloney-constituency	speech	unkown-language	2010-03-30 00:00:00	Prelude	615	It is not possible to disaggregate the amount spent on the quality of disability services from the overall total spent on disability services annually.Children with disabilities in generic residential centres under the Child Care Act 1991 are covered by the standards and inspection regimes already applying to those centres.  There are a number of other centres providing residential or respite care to children with disabilities. Children who reside in these centres are not in the care of the State, although they are cared for by the State. The majority of these centres are run by voluntary organisations funded by the HSE and are not included in the inspection regime under the Child Care Act 1991. In relation to the children with disabilities in these other residential centres, the Ryan Commission report recommends that "All services for children should be subject to regular inspections in respect of all aspects of their care".  An implementation plan for the recommendations of the Ryan Commission was submitted to Government by the Minister for Children and Youth Affairs which included proposals to implement in full, all the recommendations of the Commission. The implementation plan contains a commitment that the Health Act 2007 will be commenced to allow the independent registration and inspection of all residential centres and respite services for children with a disability by December 2010.As the Deputy may be aware, "National Quality Standards: Residential Settings for People with Disabilities" which relate to adult services have been published by HIQA. These standards will provide a national framework for quality, safe services for persons with disabilities in a residential setting.Given the current economic situation, to move to full statutory implementation of the standards, including regulation and inspection, presents significant challenges at this time.  However, notwithstanding the difficulties of immediate statutory implementation, the Department of Health and Children, the HSE and HIQA have agreed that progressive non-statutory implementation of the standards will now commence, and that they will become the benchmark against which the HSE assesses both its own directly operated facilities and other facilities that the HSE funds.  The Minister for Health and Children will shortly be bringing detailed proposals to Government with regard to the protection of vulnerable adults with disabilities who are currently in institutional care.
#BarryAndrewsFF	unknown-#BarryAndrewsFF-party	unknown-#BarryAndrewsFF-dob	unknown-#BarryAndrewsFF-constituency	speech	unkown-language	2010-03-30 00:00:00	Prelude	616	The Adoption Bill, 2009, is designed to give force of law to the Hague Convention on the Protection of Children and Co-operation in Respect of Inter-country Adoption. The new legislation, which incorporates the provisions of the Hague Convention, is designed to provide a framework to ensure that appropriate procedures have been followed and that all  adoptions are  effected in the best interests of the child.  Future intercountry adoption arrangements will be governed by the terms of the Adoption Bill 2009 when enacted.I brought forward at Committee stage an amendment to the Adoption Bill 2009 that will enable prospective adoptive parents to proceed with an adoption from a non-Hague or non-bilateral country, if prior to the establishment date, they have been issued with a Declaration of Eligibility and Suitability to adopt. The proposed amendment requires that the Adoption Authority (to be set up under the Act) would be satisfied that the particular adoption meets all the standards of the Hague Convention. Following the Committee stage debate I am also giving consideration to the possibility of including the ‘cooling off' period provided for in the ratification process for the Hague Convention in the transitional provision.
#MaryHarney	unknown-#MaryHarney-party	unknown-#MaryHarney-dob	unknown-#MaryHarney-constituency	speech	unkown-language	2010-03-30 00:00:00	Prelude	617	I regret that due to industrial action I am not in a position to provide a substantive response to your Parliamentary Question.  If this matter remains of continuing concern to you, however, I would invite you to raise it with me again in due course.
#MaryHarney	unknown-#MaryHarney-party	unknown-#MaryHarney-dob	unknown-#MaryHarney-constituency	speech	unkown-language	2010-03-30 00:00:00	Prelude	618	I regret that due to industrial action I am not in a position to provide a substantive response to your Parliamentary Question.  If this matter remains of continuing concern to you, however, I would invite you to raise it with me again in due course.
#JohnMoloney	unknown-#JohnMoloney-party	unknown-#JohnMoloney-dob	unknown-#JohnMoloney-constituency	speech	unkown-language	2010-03-30 00:00:00	Prelude	619	I regret that due to industrial action I am not in a position to provide a substantive response to your Parliamentary Question.  If this matter remains of continuing concern to you, however, I would invite you to raise it with me again in due course.
#MaryHarney	unknown-#MaryHarney-party	unknown-#MaryHarney-dob	unknown-#MaryHarney-constituency	speech	unkown-language	2010-03-30 00:00:00	Prelude	620	I regret that due to industrial action I am not in a position to provide a substantive response to your Parliamentary Question.  If this matter remains of continuing concern to you, however, I would invite you to raise it with me again in due course.
#MaryHarney	unknown-#MaryHarney-party	unknown-#MaryHarney-dob	unknown-#MaryHarney-constituency	speech	unkown-language	2010-03-30 00:00:00	Prelude	621	I regret that due to industrial action I am not in a position to provide a substantive response to your Parliamentary Question.  If this matter remains of continuing concern to you, however, I would invite you to raise it with me again in due course.
#AineBrady	unknown-#AineBrady-party	unknown-#AineBrady-dob	unknown-#AineBrady-constituency	speech	unkown-language	2010-03-30 00:00:00	Prelude	622	I regret that due to industrial action I am not in a position to provide a substantive response to your Parliamentary Question.  If this matter remains of continuing concern to you, however, I would invite you to raise it with me again in due course.
#MaryHarney	unknown-#MaryHarney-party	unknown-#MaryHarney-dob	unknown-#MaryHarney-constituency	speech	unkown-language	2010-03-30 00:00:00	Prelude	623	I regret that due to industrial action I am not in a position to provide a substantive response to your Parliamentary Question.  If this matter remains of continuing concern to you, however, I would invite you to raise it with me again in due course.
#MaryHarney	unknown-#MaryHarney-party	unknown-#MaryHarney-dob	unknown-#MaryHarney-constituency	speech	unkown-language	2010-03-30 00:00:00	Prelude	624	I regret that due to industrial action I am not in a position to provide a substantive response to your Parliamentary Question.  If this matter remains of continuing concern to you, however, I would invite you to raise it with me again in due course.
#AineBrady	unknown-#AineBrady-party	unknown-#AineBrady-dob	unknown-#AineBrady-constituency	speech	unkown-language	2010-03-30 00:00:00	Prelude	625	I regret that due to industrial action I am not in a position to provide a substantive response to your Parliamentary Question.  If this matter remains of continuing concern to you, however, I would invite you to raise it with me again in due course.
#BarryAndrewsFF	unknown-#BarryAndrewsFF-party	unknown-#BarryAndrewsFF-dob	unknown-#BarryAndrewsFF-constituency	speech	unkown-language	2010-03-30 00:00:00	Prelude	626	I regret that due to industrial action I am not in a position to provide a substantive response to your Parliamentary Question.  If this matter remains of continuing concern to you, however, I would invite you to raise it with me again in due course.
#MaryHarney	unknown-#MaryHarney-party	unknown-#MaryHarney-dob	unknown-#MaryHarney-constituency	speech	unkown-language	2010-03-30 00:00:00	Prelude	627	I regret that due to industrial action I am not in a position to provide a substantive response to your Parliamentary Question.  If this matter remains of continuing concern to you, however, I would invite you to raise it with me again in due course.
#MaryHarney	unknown-#MaryHarney-party	unknown-#MaryHarney-dob	unknown-#MaryHarney-constituency	speech	unkown-language	2010-03-30 00:00:00	Prelude	628	I regret that due to industrial action I am not in a position to provide a substantive response to your Parliamentary Question.  If this matter remains of continuing concern to you, however, I would invite you to raise it with me again in due course.
#MaryHarney	unknown-#MaryHarney-party	unknown-#MaryHarney-dob	unknown-#MaryHarney-constituency	speech	unkown-language	2010-03-30 00:00:00	Prelude	629	The information sought by the Deputy is set out in the following table:RecommendationsStatus
Vote 39
Reduce the size of the Department of Health & ChildrenThe Incentivised Scheme for Early Retirement and the recruitment and promotion moratorium has been applied to the Department.  Number of staff (Whole Time Equivalents) in 2008 was 526.50 and in 2009 was 485.88, including an additional 24.17 WTEs who transferred into the Department during 2009.Merge the Ombudsman for Children with the Office of the Ombudsman
