#MichaelAhern	unknown-#MichaelAhern-party	unknown-#MichaelAhern-dob	unknown-#MichaelAhern-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	0	I welcome the Minister for Finance, Deputy Brian Lenihan.  The purpose of the meeting is to consider the National Asset Management Agency Bill 2009.  Proceedings will be suspended at 1 p.m. and will reconvene at 2 p.m.SECTION 4.
#JoanBurtonLAB	unknown-#JoanBurtonLAB-party	unknown-#JoanBurtonLAB-dob	unknown-#JoanBurtonLAB-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	1	This amendment deals with valuation, which is fundamental to the Bill.
#RichardBruton	Fine Gael	20680	unknown-#RichardBruton-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	2	On a point of order, we have, by agreement, assigned a block of our work, sections 59 to 77, inclusive, to valuation.  While I am all for——
#JoanBurtonLAB	unknown-#JoanBurtonLAB-party	unknown-#JoanBurtonLAB-dob	unknown-#JoanBurtonLAB-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	3	I was about to address that point.  I have submitted an amendment, which I understand has been accepted, to shift amendment No. 13 into the section dealing with valuation.  On a second point of order——
#MichaelAhern	unknown-#MichaelAhern-party	unknown-#MichaelAhern-dob	unknown-#MichaelAhern-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	4	Is the Deputy withdrawing amendment No. 13?
#JoanBurtonLAB	unknown-#JoanBurtonLAB-party	unknown-#JoanBurtonLAB-dob	unknown-#JoanBurtonLAB-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	5	Yes.
#MichaelAhern	unknown-#MichaelAhern-party	unknown-#MichaelAhern-dob	unknown-#MichaelAhern-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	6	What is the Deputy's second point?
#JoanBurtonLAB	unknown-#JoanBurtonLAB-party	unknown-#JoanBurtonLAB-dob	unknown-#JoanBurtonLAB-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	7	I draw to the Minister's attention an article which appeared in The Sunday Business Post, which lays out, for the first time, what role the Minister intends for the special purpose vehicle.  I presume the article in question speaks with the authority of the Department of Finance. 
#BrianLenihan	unknown-#BrianLenihan-party	unknown-#BrianLenihan-dob	unknown-#BrianLenihan-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	8	No.
#JoanBurtonLAB	unknown-#JoanBurtonLAB-party	unknown-#JoanBurtonLAB-dob	unknown-#JoanBurtonLAB-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	9	I asked the Minister on Thursday and previously about the special purpose vehicle.
#MichaelAhern	unknown-#MichaelAhern-party	unknown-#MichaelAhern-dob	unknown-#MichaelAhern-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	10	We can discuss the matter in detail when we reach section 12 which deals with special purpose vehicles.
#JoanBurtonLAB	unknown-#JoanBurtonLAB-party	unknown-#JoanBurtonLAB-dob	unknown-#JoanBurtonLAB-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	11	The information disclosed in the article indicates that the bonds will not be issued by the National Asset Management Agency.
#MichaelAhern	unknown-#MichaelAhern-party	unknown-#MichaelAhern-dob	unknown-#MichaelAhern-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	12	We are dealing with the Bill, not newspaper articles published on Sunday, Monday or today.  The Deputy may discuss the issue when we reach section 12.
#JoanBurtonLAB	unknown-#JoanBurtonLAB-party	unknown-#JoanBurtonLAB-dob	unknown-#JoanBurtonLAB-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	13	I am seeking the Chairman's guidance on an important matter relating to the Bill, one which has emerged in the public press, namely, that NAMA, contrary to our understanding of the body of the Bill, will not be the issuer of the bonds totalling approximately €54 billion.  Instead the issuer of the bonds, as per the article——
#MichaelAhern	unknown-#MichaelAhern-party	unknown-#MichaelAhern-dob	unknown-#MichaelAhern-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	14	That will be in section 12.
#JoanBurtonLAB	unknown-#JoanBurtonLAB-party	unknown-#JoanBurtonLAB-dob	unknown-#JoanBurtonLAB-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	15	——will be a special purpose vehicle which has been designed not to be controlled by the Irish Government via NAMA.  The agency will have a majority stake in the issuer of the bonds.  This is to transfer the risk.  It is a fundamental change in the Bill and I want the Chair's guidance as to when——
#MichaelAhern	unknown-#MichaelAhern-party	unknown-#MichaelAhern-dob	unknown-#MichaelAhern-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	16	I will give the Deputy my guidance.
#JoanBurtonLAB	unknown-#JoanBurtonLAB-party	unknown-#JoanBurtonLAB-dob	unknown-#JoanBurtonLAB-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	17	——the Minister or his officials will brief us on this fundamental change or we will move to have the Bill recommitted.
#MichaelAhern	unknown-#MichaelAhern-party	unknown-#MichaelAhern-dob	unknown-#MichaelAhern-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	18	I have taken note of the Deputy's questions and comments.  Section 12 deals with the issue of special purpose vehicles and can be discussed in detail.  I am sure the Minister will have the answers to the questions the Deputy raised.
#JoanBurtonLAB	unknown-#JoanBurtonLAB-party	unknown-#JoanBurtonLAB-dob	unknown-#JoanBurtonLAB-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	19	The Minister has given us no briefing.  He has chosen to brief The Sunday Business Post——
#BrianLenihan	unknown-#BrianLenihan-party	unknown-#BrianLenihan-dob	unknown-#BrianLenihan-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	20	I gave a briefing on Thursday afternoon.
#MichaelAhern	unknown-#MichaelAhern-party	unknown-#MichaelAhern-dob	unknown-#MichaelAhern-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	21	We shall now proceed to——
#JoanBurtonLAB	unknown-#JoanBurtonLAB-party	unknown-#JoanBurtonLAB-dob	unknown-#JoanBurtonLAB-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	22	No, the Minister read at a "gabble-gabble" rate into the record the Central Statistics Office official statement vis-à-vis EUROSTAT.  It did not contain the information in the article.
#MichaelAhern	unknown-#MichaelAhern-party	unknown-#MichaelAhern-dob	unknown-#MichaelAhern-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	23	Does the Minster want to make a statement?
#JoanBurtonLAB	unknown-#JoanBurtonLAB-party	unknown-#JoanBurtonLAB-dob	unknown-#JoanBurtonLAB-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	24	This is a con-trick on the people for which we will pay €54 billion.
#MichaelAhern	unknown-#MichaelAhern-party	unknown-#MichaelAhern-dob	unknown-#MichaelAhern-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	25	Deputy Burton, will you please desist?
#JoanBurtonLAB	unknown-#JoanBurtonLAB-party	unknown-#JoanBurtonLAB-dob	unknown-#JoanBurtonLAB-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	26	The Minister is conspiring against the people.
#TommyBroughan	unknown-#TommyBroughan-party	unknown-#TommyBroughan-dob	unknown-#TommyBroughan-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	27	It is a conspiracy.
#BrianLenihan	unknown-#BrianLenihan-party	unknown-#BrianLenihan-dob	unknown-#BrianLenihan-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	28	On Thursday we had a meeting of this committee.  Deputy Burton asked about special purpose vehicles.
#JoanBurtonLAB	unknown-#JoanBurtonLAB-party	unknown-#JoanBurtonLAB-dob	unknown-#JoanBurtonLAB-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	29	Yes, and the Minister read out——
#BrianLenihan	unknown-#BrianLenihan-party	unknown-#BrianLenihan-dob	unknown-#BrianLenihan-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	30	It did not arise in the section, but to try to be helpful I read out a detailed departmental note on the issue into the record of this House, which is now dismissed as "gabble-gabble".  Section 12 is the statutory authority for such a special purpose vehicle.  I would be delighted to brief the Deputy with the departmental note if she was not able to follow it or access it since.  I will arrange for her to be briefed on it.  In speaking on section 12 it will be open to discuss the special purpose vehicle.  If the Deputy wishes to do further research on this matter this morning, she will find it is no different to an arrangement which the French republic has entered into, which is very similar in its terms and results in all of the NAMA operation being off-balance sheet for European purposes regarding national financing.
#JoanBurtonLAB	unknown-#JoanBurtonLAB-party	unknown-#JoanBurtonLAB-dob	unknown-#JoanBurtonLAB-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	31	The point about the article was that the bonds can be issued by the special purpose vehicle and not by NAMA.
#MichaelAhern	unknown-#MichaelAhern-party	unknown-#MichaelAhern-dob	unknown-#MichaelAhern-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	32	We are moving on to deal with section 4, amendment No. 14.
#JoanBurtonLAB	unknown-#JoanBurtonLAB-party	unknown-#JoanBurtonLAB-dob	unknown-#JoanBurtonLAB-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	33	This is a matter of fundamental importance to the Bill.  I do not wish to be lectured down to by the Minister.  He came in and read something at high speed and expects us not to ask questions on behalf of the taxpayer.
#MichaelAhern	unknown-#MichaelAhern-party	unknown-#MichaelAhern-dob	unknown-#MichaelAhern-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	34	I call on the Minister to move the amendment.
#JoanBurtonLAB	unknown-#JoanBurtonLAB-party	unknown-#JoanBurtonLAB-dob	unknown-#JoanBurtonLAB-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	35	It is a massive change in the fundamentals of the Bill.  I am asking if the Minister will arrange for his officials to give members the same briefing he and his officials gave to The Sunday Business Post——
#MichaelAhern	unknown-#MichaelAhern-party	unknown-#MichaelAhern-dob	unknown-#MichaelAhern-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	36	We shall have to suspend the House.  If Deputy Burton is not willing or allowing the House to continue debating the Bill, I will suspend the House.
#JoanBurtonLAB	unknown-#JoanBurtonLAB-party	unknown-#JoanBurtonLAB-dob	unknown-#JoanBurtonLAB-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	37	——or will he come in to the House and explain?  We will ask for a recommittal of the Bill unless the Minister can adopt a proper tone to his colleagues who are also elected to Dáil Éireann by the people.
#BrianLenihan	unknown-#BrianLenihan-party	unknown-#BrianLenihan-dob	unknown-#BrianLenihan-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	38	I never used the word "gabble" regarding any part of the Deputy's contribution in this House.  I tried to assist the House on Friday evening by reading a detailed note on this issue into the record.  The Deputy has turned that around on the basis of a Sunday newspaper.
#BrianLenihan	unknown-#BrianLenihan-party	unknown-#BrianLenihan-dob	unknown-#BrianLenihan-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	39	I move amendment No. 14:
In page 22, subsection (3)(e), line 18, to delete “covenants of it” and substitute “its covenants”.
#JoanBurtonLAB	unknown-#JoanBurtonLAB-party	unknown-#JoanBurtonLAB-dob	unknown-#JoanBurtonLAB-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	384	I do not want to use the word "delusional" but if the Minister believes the statement he just made, I am afraid he has fanciful ideas about the nature of the difficulties the country faces.  If, for the past two weeks, the Minister's attention has been focused on the creation of this SPV and piloting it through EUROSTAT, perhaps that is why he and his Department have not focused on the issue of getting credit flowing again.The SPV, as disclosed, is a piece of fancy financial engineering of the kind——
#MichaelAhern	unknown-#MichaelAhern-party	unknown-#MichaelAhern-dob	unknown-#MichaelAhern-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	385	Is the Deputy dealing with the functions because this is section 11?
#JoanBurtonLAB	unknown-#JoanBurtonLAB-party	unknown-#JoanBurtonLAB-dob	unknown-#JoanBurtonLAB-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	386	I am dealing with the functions.
#MichaelAhern	unknown-#MichaelAhern-party	unknown-#MichaelAhern-dob	unknown-#MichaelAhern-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	387	The Deputy is not.
#JoanBurtonLAB	unknown-#JoanBurtonLAB-party	unknown-#JoanBurtonLAB-dob	unknown-#JoanBurtonLAB-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	388	The Chairman does not interrupt colleagues when they raise matters pertaining to detail in the way he interrupts me.  I would appreciate the same consideration as that afforded to colleagues.
#MichaelAhern	unknown-#MichaelAhern-party	unknown-#MichaelAhern-dob	unknown-#MichaelAhern-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	389	The Deputy is getting more time than any of them.  The record will show that.
#JoanBurtonLAB	unknown-#JoanBurtonLAB-party	unknown-#JoanBurtonLAB-dob	unknown-#JoanBurtonLAB-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	390	As the person who raised the SPV——
#MichaelAhern	unknown-#MichaelAhern-party	unknown-#MichaelAhern-dob	unknown-#MichaelAhern-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	391	There is a place to discuss it.
#JoanBurtonLAB	unknown-#JoanBurtonLAB-party	unknown-#JoanBurtonLAB-dob	unknown-#JoanBurtonLAB-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	392	In regard to the architecture of NAMA, what the Minister has introduced into the NAMA legislation and structures is fundamentally a piece of financial engineering which is based on derivatives.  This type of financial engineering has proved to be extraordinarily risky and unsuccessful.  The Minister made one point in its favour.  He said that a mechanism has been agreed or acknowledged by EUROSTAT, first in the case of France and now in the case Ireland, to allow for off balance sheet engineering.As somebody who is a member of the Council, the Minister needs to be careful about creating derivative-type vehicles, which is essentially what this SPV is.  It is really a derivative for a €51 million investment.  For a €51 million investment, one gets a stake in a €54 billion loan off loading plan.  That is what a derivative is about.  One makes a bet and in this case, the size of the bet is €51 million for a stake in €54 billion.The Minister has decided to put a derivative structure into the heart of the architecture of this Bill yet he has made no direct reference to it in the legislation.  Deputy Bruton and I have followed this in great detail and we are both in agreement that previous mentions of SPV were in regard to working out vehicles in the context of loans.  What the Minister said in his note fundamentally changes our understanding and the question, therefore——
#MichaelAhern	unknown-#MichaelAhern-party	unknown-#MichaelAhern-dob	unknown-#MichaelAhern-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	393	This section deals with the functions of NAMA.  The Deputy is talking about the detailed matter of the SPVs——
#JoanBurtonLAB	unknown-#JoanBurtonLAB-party	unknown-#JoanBurtonLAB-dob	unknown-#JoanBurtonLAB-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	394	There is nothing in the functions of NAMA——
#MichaelAhern	unknown-#MichaelAhern-party	unknown-#MichaelAhern-dob	unknown-#MichaelAhern-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	395	-----which she can do under section 12.  Will the Deputy deal with section 11.  She can deal with that subject under section 12. 
#JoanBurtonLAB	unknown-#JoanBurtonLAB-party	unknown-#JoanBurtonLAB-dob	unknown-#JoanBurtonLAB-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	396	Will the Minister tell me where in the functions of NAMA is it indicated that it will engage in a derivatives-based operation?  That is not mentioned anywhere.  If I recall in the draft business plan or the green document we received on 16 September, there was a reference to derivatives and various other financial-type items because some banks were tied up, to a relatively small degree, in these items.  That was the only mention of derivative-type structures in regard to this Bill in the green document or in the draft business plan.Will the Minister explain why he has moved to this derivatives-based model?
#MichaelAhern	unknown-#MichaelAhern-party	unknown-#MichaelAhern-dob	unknown-#MichaelAhern-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	397	He can answer that question under section 12.
#JoanBurtonLAB	unknown-#JoanBurtonLAB-party	unknown-#JoanBurtonLAB-dob	unknown-#JoanBurtonLAB-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	398	Will he table an amendment to the functions of NAMA on Committee Stage which will set out in the section or in different parts of the Bill what exactly the SPV is, what it proposes to do and what its relationships are.The Minister spoke about somebody betting, and "betting" is the word.  This is worldwide spread stuff.
#MichaelAhern	unknown-#MichaelAhern-party	unknown-#MichaelAhern-dob	unknown-#MichaelAhern-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	399	The Deputy is talking about section 12.  Will she wait until we reach section 12?
#JoanBurtonLAB	unknown-#JoanBurtonLAB-party	unknown-#JoanBurtonLAB-dob	unknown-#JoanBurtonLAB-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	400	Will the Minister clarify——
#MichaelAhern	unknown-#MichaelAhern-party	unknown-#MichaelAhern-dob	unknown-#MichaelAhern-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	401	I will put the question on section 11.
#JoanBurtonLAB	unknown-#JoanBurtonLAB-party	unknown-#JoanBurtonLAB-dob	unknown-#JoanBurtonLAB-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	402	The Minister wants to answer.
#MichaelAhern	unknown-#MichaelAhern-party	unknown-#MichaelAhern-dob	unknown-#MichaelAhern-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	403	I call Deputy Higgins.
#MichaelDHiggins	unknown-#MichaelDHiggins-party	unknown-#MichaelDHiggins-dob	unknown-#MichaelDHiggins-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	404	I will stick closely to the Chairman's wish that one should confine oneself to section 11.  There were many references to section 11(2) which states: "In the exercise of its functions NAMA shall have regard to the need to avoid undue concentrations or distortions in the market for development land."  I am interested in full transparency.  The Minister will remember the conversations he had with the European Central Bank and the fact that in discussions, our Swedish colleague stressed the importance of transparency.I refer to the €51 million to come into the special purpose vehicle and to where there is a need for clarification.  That special purpose vehicle, in its main form or its subsidiary forms, will take commercial decisions in regard to assets.  It is a point to which the Minister must reply and it arises in regard to section 11.  The €51 million group, for example, will be rewarded at the end of what the Minister called a risk.  I am mindful of the entire thrust of the previous Stage of this legislation when the Minister mentioned — he is entitled to do so — the benefit to the Irish public at the end of the story, namely, that when there is a recovery in the property market, the Irish public will benefit.There is now a suggestion that if things go right, the €51 million group will benefit by annual dividend.  At the terminal point, will it be rewarded in terms of a consideration of profits or will it be given a proportion of assets?
#MichaelAhern	unknown-#MichaelAhern-party	unknown-#MichaelAhern-dob	unknown-#MichaelAhern-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	405	The Deputy is moving into section 12.
#MichaelDHiggins	unknown-#MichaelDHiggins-party	unknown-#MichaelDHiggins-dob	unknown-#MichaelDHiggins-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	406	I am not, I am thinking of section 11(2) which states: "In the exercise of its functions NAMA shall have regard to the need to avoid undue concentrations or distortions in the market for development land."  I see a possible conflict arising here between people taking commercial decisions and the public interest.Section 11(6) states: "NAMA shall act in a transparent manner in carrying out its functions under this Act to the extent that to do so is consistent with the proper and efficient and effective discharge of those functions."  I am totally supportive of that but my point, which is important, is that the exercise of those functions are affected by the changed nature in NAMA functions even between Second and Committee Stages.  We can differ in regard to whether it is a good idea, the best model or whatever — that was a matter for Second Stage — but there is no point imagining the functioning of NAMA is not crucially changed by the form of the SPV.  With regard to the particular figure of €51 million, let us say the Minister is correct and he can show this — for example, he suggested there could be legal protections in the public interest.  However, it does matter where this €51 million is coming from.  I am asking a question the public would ask.  What was said when we entered this disaster, as it was originally?  The public wondered what was to prevent these people and their funds being recycled back in to give them another go in a discounted market.  I wish the Minister well if he is trying to protect the public interest by an off-balance-sheet mechanism.  That is fine, if he suggests it.  However, I do not see the rewards to this vehicle.  It is unspecified, in addition, whether he is talking about income or assets at the very end.  How is this to be squared with the aspiration expressed on Second Stage that whatever benefit may arise will be transferred back for the benefit of the Irish public?  Either the people behind the €51 million will be composed entirely of philanthropists, which is unlikely, or they will be chancers recycled, which is far more likely.  Therefore, it is in the public interest to know how they are coming into the equation, the proposed limit of their powers, and the balancing protections the Minister will establish.One is not talking about text only; one is talking literally, if I might put it bluntly, about the colour of money and where it is coming from.  If we take assets valued at €54 billion but which were €47 billion and so forth, it is a case of Christmas coming again at the end of the NAMA period unless we say explicitly that there will be no benefit for the group behind the €51 million, who may or may not be wolves in sheep's clothing.
#KieranODonnell	unknown-#KieranODonnell-party	unknown-#KieranODonnell-dob	unknown-#KieranODonnell-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	407	Are we to take it that this is a draft SPV, similar to the draft business plan?
#BrianLenihan	unknown-#BrianLenihan-party	unknown-#BrianLenihan-dob	unknown-#BrianLenihan-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	408	The Deputies are.
#KieranODonnell	unknown-#KieranODonnell-party	unknown-#KieranODonnell-dob	unknown-#KieranODonnell-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	409	So it is a draft.A number of simple questions spring to mind.  How will the Minister determine the profit in this SPV in terms of paying the dividend?  Who will appoint the CEO?  Will the members of the 51% have the majority on the board of directors?  Who will the private investors be?  Is it possible it could be the banks that are being bailed out, getting a second bite at the cherry?  Effectively, €54 billion is being given to them in the form of bonds for toxic debt, yet they are able to come in at €51 million and take a share in this SPV.
#MichaelAhern	unknown-#MichaelAhern-party	unknown-#MichaelAhern-dob	unknown-#MichaelAhern-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	410	The Minister can deal with that under the relevant section, which is section 12.
#KieranODonnell	unknown-#KieranODonnell-party	unknown-#KieranODonnell-dob	unknown-#KieranODonnell-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	411	No, this is very important.
#MichaelAhern	unknown-#MichaelAhern-party	unknown-#MichaelAhern-dob	unknown-#MichaelAhern-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	412	I agree with the Deputy——
#KieranODonnell	unknown-#KieranODonnell-party	unknown-#KieranODonnell-dob	unknown-#KieranODonnell-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	413	What is the €100 million being used for?
#MichaelAhern	unknown-#MichaelAhern-party	unknown-#MichaelAhern-dob	unknown-#MichaelAhern-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	414	——but the Minister can answer these questions on section 12, which deals with related functions.
#KieranODonnell	unknown-#KieranODonnell-party	unknown-#KieranODonnell-dob	unknown-#KieranODonnell-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	415	Section 11 is about functions.
#MichaelAhern	unknown-#MichaelAhern-party	unknown-#MichaelAhern-dob	unknown-#MichaelAhern-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	416	Yes.  The Deputy's questions were not about functions.
#RichardBruton	Fine Gael	20680	unknown-#RichardBruton-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	417	They are connected.
#TerenceFlanagan	unknown-#TerenceFlanagan-party	unknown-#TerenceFlanagan-dob	unknown-#TerenceFlanagan-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	418	The devil is in the detail.
#MichaelAhern	unknown-#MichaelAhern-party	unknown-#MichaelAhern-dob	unknown-#MichaelAhern-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	419	Those questions were not about functions.
#KieranODonnell	unknown-#KieranODonnell-party	unknown-#KieranODonnell-dob	unknown-#KieranODonnell-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	420	They were.
#MichaelAhern	unknown-#MichaelAhern-party	unknown-#MichaelAhern-dob	unknown-#MichaelAhern-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	421	Deputy Rabbitte.
#KieranODonnell	unknown-#KieranODonnell-party	unknown-#KieranODonnell-dob	unknown-#KieranODonnell-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	422	The SPV is taking over the functions of NAMA.  It is very straightforward.
#TerenceFlanagan	unknown-#TerenceFlanagan-party	unknown-#TerenceFlanagan-dob	unknown-#TerenceFlanagan-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	423	They are interrelated.
#KieranODonnell	unknown-#KieranODonnell-party	unknown-#KieranODonnell-dob	unknown-#KieranODonnell-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	424	Absolutely.
#MichaelAhern	unknown-#MichaelAhern-party	unknown-#MichaelAhern-dob	unknown-#MichaelAhern-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	425	They were about the operation of it.
#KieranODonnell	unknown-#KieranODonnell-party	unknown-#KieranODonnell-dob	unknown-#KieranODonnell-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	426	The purchase and management of the assets were being done by NAMA but are now being done by the SPV.  I ask the Minister to explain that.
#BrianLenihan	unknown-#BrianLenihan-party	unknown-#BrianLenihan-dob	unknown-#BrianLenihan-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	427	It has all been explained to the Deputy already.
#PatRabbitte	unknown-#PatRabbitte-party	unknown-#PatRabbitte-dob	unknown-#PatRabbitte-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	428	I wish to go back to the point that was raised about the annual dividend.  I did not understand the Minister's explanation about the subsequent page that states that if the master SPV makes a loss in its lifetime or is wound up, the equity invested is lost——
#BrianLenihan	unknown-#BrianLenihan-party	unknown-#BrianLenihan-dob	unknown-#BrianLenihan-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	429	And the associated dividends.
#PatRabbitte	unknown-#PatRabbitte-party	unknown-#PatRabbitte-dob	unknown-#PatRabbitte-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	430	——and any associated dividends.
#BrianLenihan	unknown-#BrianLenihan-party	unknown-#BrianLenihan-dob	unknown-#BrianLenihan-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	431	I could help the Deputy briefly on that.
#SeanBarrett	unknown-#SeanBarrett-party	unknown-#SeanBarrett-dob	unknown-#SeanBarrett-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	432	It cannot make a loss.
#BrianLenihan	unknown-#BrianLenihan-party	unknown-#BrianLenihan-dob	unknown-#BrianLenihan-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	433	"Dividend", for this purpose, is defined as either an annual dividend or a terminal dividend.  A board might take the view, for example, that an annual dividend should not be paid because although the venture is expected to make a profit ultimately, it does not have sufficient clarity at a particular point in the year to make that decision.  Thus, where the text refers to any associated dividend, this could include a terminal dividend.
#PatRabbitte	unknown-#PatRabbitte-party	unknown-#PatRabbitte-dob	unknown-#PatRabbitte-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	434	All right; that is perfectly rational.  However, is it reasonable that there could be a profit in year 3 and a dividend——
#JoanBurtonLAB	unknown-#JoanBurtonLAB-party	unknown-#JoanBurtonLAB-dob	unknown-#JoanBurtonLAB-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	435	The example is an insurance company that requires assurance of regular dividends.
#MichaelAhern	unknown-#MichaelAhern-party	unknown-#MichaelAhern-dob	unknown-#MichaelAhern-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	436	We are not talking about SPVs at the moment.
#PatRabbitte	unknown-#PatRabbitte-party	unknown-#PatRabbitte-dob	unknown-#PatRabbitte-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	437	It is related to the issue of the likely investor.  Who is the likely investor, or investors?
#BrianLenihan	unknown-#BrianLenihan-party	unknown-#BrianLenihan-dob	unknown-#BrianLenihan-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	438	Pension funds, in all probability.
#PatRabbitte	unknown-#PatRabbitte-party	unknown-#PatRabbitte-dob	unknown-#PatRabbitte-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	439	Are they?  That is an important point.
#MichaelDHiggins	unknown-#MichaelDHiggins-party	unknown-#MichaelDHiggins-dob	unknown-#MichaelDHiggins-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	440	That is my point.
#PatRabbitte	unknown-#PatRabbitte-party	unknown-#PatRabbitte-dob	unknown-#PatRabbitte-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	441	It would reassure the public if it knew, for example, that it would be traditional pension funds rather than certain types of hedge fund or certain types of person.  The capacity to make fun here is enormous.  If a certain number of individuals who were part of the problem were to get together and subscribe the capital for this private vehicle——
